مساحة خاصة, 1, 1.0
طبق باستا بالصوص, 1, 0.5
الطعام بشكل طازج, 1, 1.0
طلب حساء الفطر, 1, 0.25
سلطة خضار, 1, 0.33333334
لديكم بطاطا حلوة مقلية, 1, 0.5
من المشروبات الباردة والساخنة, 1, 1.0
الحصول على خبز اضافي, 1, 1.0
هي كلمة سر, 1, 1.0
تقترحها, 1, 1.0
اضافي مع الطعام, 1, 1.0
تتوفر خدمة, 1, 1.0
مثلج بنكهة الليمون, 1, 0.5
يعاني من, 3, 1.0
خبز اضافي مع الطعام, 1, 1.0
التي تقترحها, 1, 1.0
توفرون قائمة طعام, 2, 1.0
هل توفرون خدمة التوصيل, 1, 0.33333334
العصائر الطازجة, 1, 1.0
يمكنني طلب بوظة, 4, 0.33333334
بالصلصة, 1, 1.0
احجام, 1, 1.0
بنكهة الحمضيات, 1, 0.125
اريد طلب سلطة سيزر, 1, 0.5
مناسبة خاصة في المطعم, 1, 1.0
هل لديكم وجبة, 1, 0.045454547
هل يمكنك احضار كأس, 1, 0.25
توفرون مشروبات غازية, 1, 0.33333334
طلبية توصيل, 1, 1.0
توفرون خدمة التوصيل, 1, 0.33333334
اضافة بوطة, 1, 0.125
على طبقي, 1, 0.04347826
توصيل خارجية, 1, 0.25
ساعات, 1, 1.0
طاولة للغد, 1, 0.33333334
طاولة لسبعة أشخاص في, 1, 1.0
باستا بالصلصة, 1, 0.5
قوائم خاصة, 1, 0.5
طلب وجبة خاصة, 4, 0.36363637
بنكهة الشوكولاطة مع اضافة, 1, 1.0
على طلبية توصيل, 1, 1.0
قائمة طعام لمن, 1, 0.14285715
طلب ساندويتش, 5, 0.072463766
الحصل على طبق بطاطس, 1, 1.0
من الكافيين, 1, 0.032258064
اريد طلب كعكة, 2, 0.035714287
طلب كوب كابتشينو, 3, 0.3
طلب طبقان, 1, 0.014492754
ثلاثة ساندويتش, 1, 1.0
بنكهة الفراولة, 1, 0.125
بنكهة الشوكولاطة, 1, 0.125
بالمناسبات والحفلات, 1, 0.5
بالصوص الابيض, 1, 0.5
المزيد من, 4, 1.0
وجبات ذاتية الاختيار, 1, 1.0
اريد طلب بيتزا خضار, 2, 0.4
والساخنة, 1, 1.0
بطاقة اشتراك للزبائن الدائمين, 1, 1.0
قائمة الطعام, 1, 0.083333336
الذين يعانون من حساسية, 1, 1.0
ثلاثة, 1, 1.0
لجانبها, 1, 1.0
تحضير, 1, 1.0
طلب عصير جزر طازج, 1, 1.0
الطعام لذيذ جدا شكرا, 1, 1.0
للأطفال, 3, 1.0
تقدمون السلطة مع الوجبات, 1, 1.0
طلب طبق دجاج, 1, 0.2
يعاني من حساسية غذائية, 1, 0.33333334
طلب ساندويتش دجاج بالخصار, 1, 0.33333334
من الغلوتين, 7, 0.22580644
يمكنني الحصول على الحساء, 1, 0.07692308
اهل توفرون, 1, 1.0
ام مصنوعة, 1, 1.0
توصيل إلى المنزل, 1, 1.0
يمكنك اطفاء, 1, 0.083333336
الاعياد, 1, 1.0
الذين يعانون من, 1, 1.0
طلب كوب بوظة, 3, 0.3
مشوية على, 2, 0.6666667
مزيج, 1, 1.0
طعام خاصة ببرنامج حمية, 1, 1.0
خارجية, 1, 1.0
الاحمر, 1, 1.0
لشخصين في المطعم, 1, 1.0
توفرون احجام, 1, 0.041666668
أريد أن أطلب كعكة, 1, 1.0
وجبتان اطفال, 1, 1.0
قائمة الحلويات, 1, 0.083333336
هل لديكم بوظة, 1, 0.045454547
كوب بوظة بنكهة, 3, 1.0
تقدمون خبز مع المقبلات, 1, 1.0
هل توفرون قوائم, 1, 0.04347826
قائمة طعام المأكولات البحرية, 1, 1.0
توفرون طعام مناسب للاشخاص, 1, 1.0
افضل وجبة, 1, 1.0
لديكم خدمة توصيل للطعام, 1, 0.5
من القمح, 1, 0.032258064
الولائم او, 1, 1.0
النباتية المتاحة, 1, 0.5
هل هذه الطاولة محجوزة, 1, 1.0
طعام مناسب للاشخاص, 1, 1.0
بيتزا, 5, 1.0
سلامي حجم, 1, 1.0
نضج متوسطة, 1, 1.0
ستيك مشوية على, 1, 1.0
الحصول على وجبة, 1, 0.071428575
من الصوص, 1, 0.032258064
طلب بيتزا خضار كبيرة, 1, 0.5
الخوخ, 1, 1.0
لديكم قائمة طعام الكترونية, 1, 0.2
نباتية في, 1, 0.5
أنا أعاني, 2, 1.0
خاصة للاطفال مع حلوى, 1, 1.0
للبوظة, 2, 1.0
هل توفرون قائمة, 2, 0.08695652
شاي مثلج بنكهة, 2, 1.0
خدمة, 7, 1.0
تنصحون, 1, 1.0
يمكنني الحصول على كأس, 1, 0.07692308
في اي وقت, 1, 1.0
خاصة, 17, 1.0
ذاتية الاختيار, 1, 1.0
هي انواع, 2, 0.2857143
طلب فوتوتشيني, 1, 0.014492754
حساسية غذائية, 1, 0.16666667
كوب قهوة بعد, 1, 0.33333334
وجبة برغر, 2, 0.1
يتوفر لديكم خيارات, 1, 1.0
طلب كعكة بنكهة الفانيلا, 1, 1.0
خدمة الدردشة المباشرة, 1, 1.0
هل تقدمون خدمة, 1, 0.05263158
طلب كوب قهوة, 2, 0.2
الي, 1, 1.0
بوظة خاصة للاطفال مع, 1, 1.0
بيبروني مع, 1, 1.0
كطبق جانبي, 1, 1.0
يمكنني حجز, 1, 0.029411765
مبتكرة غير تقليدية, 1, 1.0
هل يمكنني حجز طاولة, 1, 1.0
الأطباق الرئيسية تنصحون, 1, 1.0
أن أحجز طاولة لشخصين, 1, 0.5
سيرب الكاراميل, 1, 0.5
الجلوس بجانب النافذة, 1, 1.0
سلمون مشوي, 1, 1.0
مناسبة, 1, 1.0
جدا, 1, 1.0
قهوة, 4, 1.0
الحصول على كوب, 1, 0.071428575
بوطة, 1, 1.0
خالي, 4, 1.0
مشروبات خاصة, 1, 0.25
عبر, 1, 1.0
او وجبات ذاتية, 1, 1.0
هل لديكم بوظة بنكهة, 1, 1.0
بالمناسبات او, 1, 0.5
هل يوجد مساحة, 1, 0.5
كعكة بنكهة, 1, 0.25
تقدمون عصائر طازجة, 1, 1.0
سوشي, 1, 1.0
للبوظة مثل الكاراميل, 1, 1.0
بوظة خاصة للنباتيين, 1, 0.25
المباشرة على, 1, 1.0
كابتشينو ساخن مع, 1, 0.5
وجبات ذاتية الاختيار في, 1, 1.0
اريد طلب وجبة نودلز, 1, 0.125
سمك سلمون مشوي, 1, 1.0
على كأس, 1, 0.04347826
أفضل, 1, 1.0
كوب كابتشينو ساخن مع, 1, 0.5
باسوورد الانترنت, 1, 1.0
عبر الانترنت, 1, 1.0
يمكنني طلب وجبة, 3, 0.25
ما اسم المسؤول, 1, 0.33333334
حساسية تجاه الفول السوداني, 1, 1.0
يتم, 1, 1.0
للوجبة, 1, 1.0
من اليوم, 1, 0.032258064
هل يتم تحضير الطعام, 1, 1.0
الباستا بالصوص الابيض, 1, 1.0
سمك مشوي مع, 1, 1.0
للاشخاص الذين يعانون من, 1, 1.0
متعددة لوجبة الافطار, 1, 1.0
اهل, 1, 1.0
اريد طلب بوظة, 1, 0.017857144
طلب بوظة بنكهة الشوكولاطة, 1, 1.0
الكافيين, 1, 1.0
طعام خاصة بالمناسبات والحفلات, 1, 1.0
البوظة في, 1, 1.0
هل يمكنك احضار, 4, 0.33333334
انواع العصائر, 1, 0.5
يمكنكم, 1, 1.0
المطعم قوائم, 1, 0.083333336
سلطة سيزر مع الدجاج, 1, 1.0
بدون مكونات, 1, 0.25
في القائمة, 1, 0.1
موقع الويب الخاص بالمطعم, 1, 1.0
هل توفرون تشكيلة, 1, 0.04347826
ملح, 1, 1.0
للاطفال مع حلوى, 1, 1.0
ما اسم صاحب المطعم, 1, 1.0
جزر, 1, 1.0
دجاج بالخصار, 1, 0.16666667
هل تقدمون الطعام الايطالي, 1, 0.5
وجبة خالية من, 3, 1.0
تقدمون بوظة بنكهات, 1, 0.25
الشوكولاطة, 1, 1.0
خاصة خالية من, 2, 1.0
كعكة مع اضافة بوطة, 1, 1.0
لديكم مأكولات بحرية, 1, 1.0
هل تقدمون بوظة خاصة, 1, 0.25
اخباري بكلمة, 1, 0.33333334
اريد الحصول على قائمة, 1, 1.0
اسم صاحب, 1, 0.33333334
طعام خاص لمن يعاني, 1, 1.0
توفرون قوائم طعام بلغات, 1, 1.0
العصائر, 1, 1.0
او الحفلات, 1, 0.2
اريد طلب فنجان, 1, 0.017857144
الخيارات, 1, 1.0
حفلة او, 1, 1.0
ستيك لحم مع الخضار, 1, 1.0
على هذا, 1, 0.04347826
طلب حساء الطماطم, 1, 0.25
صلصة اضافية للوجبة, 1, 1.0
ما اسم المسؤول هنا, 1, 1.0
الحمضيات, 1, 1.0
يمكنني الحجز لتنظيم حفلة, 1, 1.0
وجبة خاصة خالية, 2, 0.5
طلب حساء المأكولات البحرية, 1, 1.0
هل لديكم مأكولات بحرية, 1, 1.0
حساسية, 6, 1.0
تملكون طعام, 1, 1.0
اي وقت من اليوم, 1, 1.0
على قائمة, 5, 0.2173913
اين, 1, 1.0
كرسي, 1, 1.0
ما هي الخيارات, 1, 0.14285715
تقدمون الطعام, 2, 0.10526316
يمكنك احضار كأس, 1, 0.25
هل لديكم شاي, 1, 0.045454547
بوري, 1, 1.0
ما هو عنوان بريد, 1, 1.0
طلبية, 1, 1.0
كوب بوظة بنكهة الليمون, 1, 0.33333334
هل يتم, 1, 0.008264462
هي باسوورد الانترنت, 1, 1.0
بنكهة, 8, 1.0
يمكنني الحجز, 1, 0.029411765
لديكم شاي مثلج بنكهة, 1, 1.0
اريد طلب كوب قهوة, 2, 0.25
يمكنني الحصول على وجبة, 1, 0.07692308
واسعة من المشروبات, 1, 1.0
طلب سمك سلمون, 1, 0.5
بيبروني, 1, 1.0
الحمام, 1, 1.0
مشوي مع, 1, 0.33333334
طلبية توصيل إلى المنزل, 1, 1.0
يمكنكم تنفيذ ذلك, 1, 1.0
يمكنني طلب وجبة خاصة, 3, 1.0
هل تقدمون الطعام بطريقة, 1, 0.5
لديكم قائمة طعام مكسيكي, 1, 0.2
حلوة مشوية, 1, 0.5
على موقع الويب الخاص, 1, 1.0
كعكة, 4, 1.0
تقدمون طعام خاص, 1, 0.5
رقم هاتف, 1, 1.0
متعددة, 1, 1.0
هل يمكنني طلب بوظة, 4, 0.33333334
اريد طلب كوب بوظة, 2, 0.25
اختيار الاضافات للبوظة مثل, 1, 1.0
مناسب للاشخاص الذين يعانون, 1, 1.0
العصائر الطازجة في, 1, 1.0
اسم المسؤول, 1, 0.33333334
ستيك مشوية على الفحم, 1, 1.0
مكونات, 1, 1.0
دجاج مقلي, 1, 0.16666667
السكر, 4, 1.0
الايطالي, 1, 1.0
يمكنني اختيار, 1, 0.029411765
الحصول على ملعقة, 1, 0.071428575
لديكم حسابات على مواقع, 1, 1.0
هل تقدمون وجبة, 1, 0.05263158
يمكنني حجز طاولة, 1, 1.0
متى يفتح المطعم, 1, 1.0
بريد الالكتروني الخاص, 1, 1.0
خاصة بالمناسبات والحفلات, 1, 0.5
أنا, 2, 1.0
لوجبة, 1, 1.0
طلب فنجان قهوة صغير, 1, 1.0
تملكون طعام عضوي, 1, 1.0
الوجبة الأكثر طلبا, 1, 1.0
تقدمون خبز, 2, 0.10526316
اريد وجبة نباتية, 1, 0.33333334
خاصة هل يمكنكم, 1, 1.0
غازية, 1, 1.0
دجاج لذيذة, 1, 0.16666667
اختيار, 1, 1.0
المزيد من الكراسي, 1, 0.25
تفتحون في فترة, 1, 1.0
بنكهات مبتكرة غير, 1, 1.0
اريد أن, 1, 0.015873017
تناسب, 1, 1.0
حمية, 1, 1.0
بوظة مزيج, 1, 0.05882353
صوص الليمون, 1, 0.5
خاصة لمن يعاني من, 1, 1.0
توفرون طعام مناسب, 1, 0.25
يمكنني فتح الشباك, 1, 1.0
توفرون كعك خالي من, 2, 1.0
توفرون تشكيلة, 1, 0.041666668
التي تقترحها علي, 1, 1.0
هل توفرون خيارات متعددة, 1, 1.0
هي الخيارات النباتية, 1, 1.0
الطعام بشكل, 1, 0.14285715
طلب نودلز مع, 1, 1.0
مشوي ودرجة نضج متوسطة, 1, 1.0
التوصيل, 1, 1.0
سلطة سيزر, 1, 0.33333334
يمكنك اخباري بكلمة, 1, 0.33333334
بطاطا, 2, 1.0
تقدمون بوظة مجمدة, 1, 0.25
بوظة خاصة للمناسات, 1, 0.25
الماء, 1, 1.0
يمكنني طلب تعديلات, 1, 0.083333336
يعاني من حساسية القمح, 1, 0.33333334
اريد طلب سلطة, 2, 0.035714287
اخباري بالوجبات, 2, 0.6666667
اخباري بالوجبات الخالية, 1, 0.5
طلب بيتزا خضار, 2, 0.4
يمكنني حجز طاولة للغد, 1, 1.0
من الأطباق الرئيسية تنصحون, 1, 1.0
لديكم شاي مثلج, 1, 1.0
بطريقة, 1, 1.0
بطاطس, 2, 1.0
اريد طلب وجبة, 8, 0.14285715
الابيض, 1, 1.0
للبوظة مثل, 1, 0.5
يمكنك احضار كأس ماء, 1, 1.0
الخيارات النباتية المتاحة, 1, 1.0
هو رقم هاتف المطعم, 1, 1.0
أين, 2, 1.0
يمكنك اضافة الثلج, 1, 0.33333334
يقدم المطعم قوائم, 1, 1.0
ياضافة سيرب, 1, 1.0
نودلز بالخضار وصوص, 1, 1.0
البوظة في المطعم, 1, 1.0
المقبلات, 1, 1.0
هي انواع العصائر, 1, 0.5
تفاح, 1, 1.0
خاص للنباتيين, 1, 0.25
طلب بوظة بنكهة, 1, 0.2
اضافة ثلج الي كوب, 1, 1.0
بيتزا صغيرة, 1, 0.2
مناسب للاشخاص, 1, 1.0
بوظة خاصة لمن, 1, 0.25
طلب تعديلات, 1, 0.014492754
إفطار, 1, 1.0
لديكم طعام, 1, 0.04347826
سمك سلمون, 1, 0.33333334
طعام خاص لمرضى السكري, 1, 0.5
في اي, 1, 0.1
هل توفرون بوظة خاصة, 2, 0.5
طلب بيتزا سلامي حجم, 1, 1.0
لمرضى القلب, 1, 0.5
طعام خاص للنباتيين, 1, 0.25
الأكثر, 1, 1.0
نباتي, 1, 1.0
طلب وجبة جمبري, 1, 0.09090909
هل يمكنني طلب, 12, 0.36363637
ساندويتش, 6, 1.0
توفرون وجبات, 1, 0.041666668
سلامي, 1, 1.0
لديكم حلوى خالية من, 1, 1.0
ذلك, 1, 1.0
طاولة لشخصين في, 1, 1.0
توفرون وجبات مشوية, 1, 1.0
هل لديكم وجبات للأطفال, 1, 1.0
تقدمون هدايا للأطفال, 1, 0.5
المزيد من الجبن على, 1, 1.0
هل توفرون مشروبات, 3, 0.13043478
تقدمون خدمة إفطار متأخر, 1, 1.0
اضافات, 1, 1.0
خالية من الغلوتين, 4, 0.5
للأطفال مع, 1, 0.33333334
هل لديكم مأكولات, 1, 0.045454547
هل تقدمون وجبات سريعة, 1, 0.5
لحم مشوي ودرجة, 1, 1.0
هل يمكنني طلب وجبة, 3, 0.25
بلغات اخرى, 1, 1.0
لديكم وجبات للأطفال, 1, 1.0
ما هي كلمة, 1, 0.14285715
هل تقدمون بوظة, 4, 0.21052632
قوائم طعام بلغات اخرى, 1, 1.0
اريد طلب نودلز, 1, 0.017857144
من الكراسي, 1, 0.032258064
اريد طلب وجبة سمك, 1, 0.125
ما أفضل وجبة هنا, 1, 1.0
ساخن مع, 1, 0.5
لشخصين, 1, 1.0
بالوجبات الخالية من, 1, 1.0
ما هي الخيارات النباتية, 1, 1.0
لديكم بطاطا, 2, 0.08695652
الخالية من الغلوتين, 1, 1.0
لشخصين في, 1, 1.0
وجبة برغر دجاج, 1, 0.5
الولائم, 1, 1.0
على قائمة المشروبات, 2, 0.4
طلب وجبة نودلز, 1, 0.09090909
يوجد بطاقة, 1, 0.5
الويب, 1, 1.0
وجبات ذاتية, 1, 0.16666667
فنجان, 1, 1.0
عصير تفاح, 1, 0.33333334
حساء الطماطم, 1, 0.25
الدردشة المباشرة على موقع, 1, 1.0
وجبة تقدمونها, 1, 0.05
الاضافات للبوظة, 1, 1.0
ستيك لحم مشوي, 1, 0.5
او الطعام للمجموعات الكبيرة, 1, 1.0
بوظة للخارج, 1, 0.05882353
طبقان من الباستا بالصوص, 1, 1.0
بالنعنح, 1, 1.0
هل تفتحون, 1, 0.008264462
الوجبة التي تقترحها, 1, 1.0
الاضافات للبوظة مثل, 1, 1.0
هي الخيارات, 1, 0.14285715
الطعام, 7, 1.0
بوظة بنكهة الفراولة, 1, 0.2
الباربكيو, 1, 1.0
تشكيلة واسعة من المشروبات, 1, 1.0
يمكنني الحصل, 1, 0.029411765
عمل المطم, 1, 1.0
خاصة لمن يعاني, 1, 1.0
من الصلصة, 1, 0.032258064
المباشرة على موقع, 1, 1.0
تقدمون هدايا مع وجبات, 1, 1.0
طلب بيتزا بيبروني, 1, 0.2
هل يمكنني الحصول, 13, 0.3939394
خفيفة, 1, 1.0
الطلب, 1, 1.0
اختيار الاضافات للبوظة, 1, 1.0
اشتراك, 1, 1.0
يمكنني الحصول على خبز, 1, 0.07692308
الطباخ, 2, 1.0
تجاه, 2, 1.0
بعد, 1, 1.0
اتجاه الفول السوداني, 1, 1.0
احضار الحساب, 1, 0.25
حسابات على مواقع, 1, 1.0
طلب ساندويتش لحم, 1, 0.2
يعاني من حساسية, 3, 1.0
طاولة لشخصين, 1, 0.33333334
بوظة بنكهات, 1, 0.05882353
او اضافات على الوجبة, 1, 1.0
مشروبات, 4, 1.0
اريد طلب كوب شاي, 1, 0.125
وجبة برغر نباتي, 1, 0.5
يمكنني الحصول على ملعقة, 1, 0.07692308
خاص لمرضى, 2, 0.5
مع اضافة بوطة لجانبها, 1, 1.0
أحجز طاولة لسبعة, 1, 0.5
كوب الماء, 1, 0.083333336
اريد طلب فوتوتشيني, 1, 0.017857144
الصوص للباستا, 1, 1.0
او وجبات, 1, 0.2
مشوية على الفحم, 2, 1.0
يوجد بطاقة اشتراك للزبائن, 1, 1.0
لديكم حلوى, 1, 0.04347826
لديكم خيارات نباتية في, 1, 1.0
مشوي ودرجة, 1, 0.33333334
هل يمكنك احضار المزيد, 1, 0.25
اخباري بكلمة سر الانترنت, 1, 1.0
عصائر طازجة, 2, 1.0
يفتح المطعم, 1, 1.0
لديكم حسابات على, 1, 1.0
الاختيار في, 1, 1.0
هي افضل, 1, 0.14285715
بشكل طازج, 1, 1.0
للزبائن الدائمين, 1, 1.0
بيتزا خضار بدون, 1, 0.5
توفرون, 24, 1.0
على خبز اضافي مع, 1, 1.0
نضج, 1, 1.0
اريد طلب قطعة, 1, 0.017857144
ساخن مع اضافة, 1, 1.0
هل يمكنني فتح الشباك, 1, 1.0
الحصول على وجبة الافطار, 1, 1.0
حمية معين, 1, 1.0
طعام المأكولات, 1, 0.05882353
اللحوم, 1, 1.0
الالكتروني الخاص, 1, 1.0
من المسؤول هنا, 1, 1.0
يقدم المطعم, 1, 1.0
للمجموعات الكبيرة, 1, 1.0
اريد طلب ثلاثة, 1, 0.017857144
افطار, 1, 1.0
الحصول على قائمة الفطور, 1, 0.2
اريد طلب بيتزا, 5, 0.08928572
اريد طلب بيتزا سلامي, 1, 0.2
هل يتوفر لديكم, 1, 1.0
هل تقدمون خبز خالي, 1, 0.5
أن أطلب كعكة عيد, 1, 1.0
طعام خاص لمرضى القلب, 1, 0.5
اريد طلب ستيك, 2, 0.035714287
أعاني من حساسية, 2, 1.0
تفتحون في فترة الاعياد, 1, 1.0
بوظة خاصة, 4, 0.23529412
وجبة سمك مشوي, 1, 1.0
الثلج لمشروبي, 1, 1.0
السوداني, 2, 1.0
متوسطة, 1, 1.0
أي نوع من, 1, 1.0
اريد طلب شاي مثلج, 1, 1.0
تنفيذ ذلك, 1, 1.0
طلب ساندويتش دجاج, 3, 0.6
هل لديكم عصائر, 1, 0.045454547
تقدمون الطعام الايطالي, 1, 0.5
بوفيه, 1, 1.0
عنوان بريد الالكتروني الخاص, 1, 1.0
بلغات, 1, 1.0
بطريقة تناسب الاطفال, 1, 1.0
اريد وجبة خالية, 2, 0.6666667
على الحساء كطبق جانبي, 1, 1.0
كلمة سر الانترنت, 1, 1.0
مقلي مع, 1, 1.0
اريد طلب وجبة برغر, 2, 0.25
سلمون, 1, 1.0
توفرون خيارات متعددة, 1, 1.0
جمبري, 1, 1.0
كأس ماء, 2, 1.0
باردة, 1, 1.0
اضافة سيرب الكاراميل, 1, 1.0
المطعم قوائم خاصة خاصة, 1, 1.0
خاصة ببرنامج, 1, 0.05882353
للاشخاص الذين, 1, 1.0
ما الوجبة التي, 1, 0.5
يقدم, 1, 1.0
يمكنك اضافة, 3, 0.25
اريد طلب كوب ماء, 1, 0.125
نظام طلب عبر, 1, 1.0
اريد طلب كعكة مع, 1, 0.5
كعكة عيد ميلاد, 1, 1.0
هل تقدمون وجبات خفيفة, 1, 0.5
جزر طازج, 1, 1.0
إفطار متأخر في, 1, 1.0
طعام خاص, 4, 0.23529412
تجاه الفول, 1, 0.5
المنزل, 1, 1.0
لديكم بطاطا حلوة مشوية, 1, 0.5
طعام خاصة بالمناسبات, 1, 0.33333334
قهوة خالي من, 1, 1.0
بالوجبات الخالية من الغلوتين, 1, 1.0
توفرون طعام خاص, 3, 0.75
عنوان بريد الالكتروني, 1, 1.0
حفلة, 1, 1.0
خيارات نباتية في القائمة, 1, 1.0
يمكنك اطفاء المكيف, 1, 1.0
اشتراك للزبائن الدائمين, 1, 1.0
كوب شاي بالنعنح, 1, 1.0
خاصة خاصة بالمناسبات, 1, 1.0
هل يتوفر لديكم خيارات, 1, 1.0
طبق باستا بالصوص الاحمر, 1, 1.0
الثلج, 1, 1.0
هل تفتحون في فترة, 1, 1.0
كابتشينو ساخن مع اضافة, 1, 1.0
توفرون خيارات متعددة لوجبة, 1, 1.0
خاص لمرضى القلب, 1, 0.5
اهل توفرون كعك خالي, 1, 1.0
بجانب, 2, 1.0
طلب ستيك لحم مشوي, 1, 0.5
طازجة, 3, 1.0
طبقان, 1, 1.0
مجمدة ام مصنوعة, 1, 1.0
اضافة ثلج, 1, 0.125
طلب بيتزا, 5, 0.072463766
اريد طلب وجبة جمبري, 1, 0.125
لديكم حلوى خالية, 1, 1.0
لذيذ جدا شكرا لك, 1, 1.0
ذاتية الاختيار في المطعم, 1, 1.0
الليمون, 3, 1.0
تتوفر خدمة توصيل, 1, 1.0
الطعام لذيذ جدا, 1, 1.0
تشكيلة مقبلات, 1, 0.5
الفحم, 2, 1.0
مثلج بنكهة الخوخ, 1, 0.5
سلامي حجم صغير, 1, 1.0
الكاراميل, 2, 1.0
توفرون تشكيلة واسعة من, 1, 1.0
لحم مشوي, 1, 0.33333334
طلب ثلاثة ساندويتش شاورما, 1, 1.0
مبتكرة, 1, 1.0
في المطعم, 7, 0.7
مع الوجبات, 2, 0.125
غذائية, 1, 1.0
يمكنني طلب طعام للخارج, 1, 1.0
هل لديكم حسابات على, 1, 1.0
اريد طلب ساندويتش شاورما, 1, 0.2
وجبات خفيفة, 1, 0.16666667
هل يمكنني الجلوس بجانب, 1, 0.5
حساسية اللاكتوز, 1, 0.16666667
لذيذ, 1, 1.0
حجز, 1, 1.0
يمكنني الحصل على طبق, 1, 1.0
على, 23, 1.0
او وجبات ذاتية الاختيار, 1, 1.0
علي, 1, 1.0
عيد ميلاد, 1, 1.0
يتم تحضير الطعام, 1, 1.0
المطم, 1, 1.0
هي ساعات عمل المطم, 1, 1.0
نوع من, 1, 1.0
طلب وجبة برغر, 2, 0.18181819
أطباقكم على هذا المكون, 1, 1.0
اسم المسؤول هنا, 1, 1.0
بوظة بجانب, 1, 0.05882353
طلب حساء المأكولات, 1, 0.25
الافطار, 2, 1.0
لديكم خدمة, 2, 0.08695652
يمكنك اخباري بالوجبات النباتية, 1, 0.5
اريد أن أحجز, 1, 1.0
انواع العصائر الطازجة, 1, 1.0
عمل, 1, 1.0
كوب قهوة باردة, 1, 0.33333334
أن, 3, 1.0
سيرب للبوظة, 1, 0.5
أي, 1, 1.0
هل هذه الطاولة, 1, 1.0
يمكنك احضار المزيد من, 1, 1.0
حجم, 1, 1.0
يمكنك اخباري بكلمة سر, 1, 1.0
أين الحمام, 1, 0.5
طبق دجاج, 1, 0.14285715
بوظة مجمدة ام مصنوعة, 1, 1.0
تفتحون, 1, 1.0
مشروب, 1, 1.0
توفرون كعك خالي, 2, 1.0
غازي, 1, 1.0
هل توفرون مشروبات بدون, 1, 0.33333334
ما هي افضل وجبة, 1, 1.0
من الصلصة على طبق, 1, 1.0
متى يفتح, 1, 0.5
متأخر في, 1, 1.0
بطاقة, 1, 1.0
هل يمكنك اقتراح, 1, 0.083333336
هل يمكنني الجلوس هنا, 1, 0.5
الباردة, 1, 1.0
توفرون خدمة التوصيل للمنزل, 1, 1.0
الخيارات النباتية, 1, 1.0
يتوفر, 1, 1.0
يتم تحضير الطعام بشكل, 1, 1.0
هل توفرون كعك, 1, 0.04347826
وجبة خاصة, 4, 0.2
بوظة بنكهة الحمضيات, 1, 0.2
ما هو عنوان, 1, 0.5
خاصة هل يمكنكم تنفيذ, 1, 1.0
هل يمكنني الطلب, 1, 0.030303031
طلب ساندويتش شاورما, 1, 0.2
اريد طلب طبق, 5, 0.08928572
دجاج مقلي مع صوص, 1, 1.0
مشوي مع صوص الليمون, 1, 1.0
هل تقدمون مشروبات, 1, 0.05263158
لديكم, 23, 1.0
صيني, 1, 1.0
هل لديكم قائمة, 5, 0.22727273
من الباستا, 1, 0.032258064
لسبعة أشخاص في المطعم, 1, 1.0
هل يمكنني فتح, 1, 0.030303031
هل تقدمون بوظة بنكهات, 1, 0.25
بطاطا حلوة, 2, 1.0
خالية من السكر, 2, 0.25
عصير تفاح طازج, 1, 1.0
لسبعة أشخاص, 1, 1.0
توفرون قوائم طعام, 1, 1.0
احجام مختلفة من البوطة, 1, 1.0
هل توفرون بوفيه او, 1, 1.0
حساء الفطر, 1, 0.25
طلب عبر الانترنت, 1, 1.0
توفرون طعام, 4, 0.16666667
طعام عضوي, 2, 0.11764706
قوائم خاصة خاصة, 1, 1.0
أريد أن أحجز طاولة, 1, 1.0
تشكيلة واسعة, 1, 0.5
قطعة, 1, 1.0
بوظة بنكهة الشوكولاطة مع, 1, 1.0
اطفاء المكيف, 1, 1.0
ام, 1, 1.0
بها, 1, 1.0
الافطار في اي وقت, 1, 1.0
لحم مع الخضار, 1, 1.0
او, 5, 1.0
اي, 1, 1.0
